1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
